protein	n_obs	status	singular	messages	var_Run	var_BioReplicate	var_Mixture	sigma2	scope	level	var_Run:Channel	var_Run:ionID
P07724	180	ok	FALSE		1.3923304909348	0.0505810471189535	0.309743618986043	0.0255307474747911	fraction_run	protein	NA	NA
P19096	180	ok	FALSE		0.723186057654301	0.154356109444213	0.190141438854117	0.0518184191758233	fraction_run	protein	NA	NA
P27773	180	ok	FALSE		0.74357881526857	0.127833500726605	0.00438261984316175	0.0645729185876529	fraction_run	protein	NA	NA
P10649	153	ok	FALSE		2.27196315168195	0.0379903893756075	0.988457380781218	0.132265043130406	fraction_run	protein	NA	NA
P20152	173	ok	FALSE		1.18739700587972	0.107421443235843	7.40830344887358e-09	0.0814623438369596	fraction_run	protein	NA	NA
P02468	163	ok	FALSE		0.933961818087353	0.0588635914066457	5.7330794070291e-07	0.0602498138557343	fraction_run	protein	NA	NA
P06151	167	ok	FALSE		3.3413831593343	0.157814809113736	0.0829655486288742	0.193945764188782	fraction_run	protein	NA	NA
P08113	167	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.765956491544488	0.306107761050656	0	0.0569387575068966	fraction_run	protein	NA	NA
P10493	167	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.688226405946886	0.0644475106839992	1.84505089723879e-10	0.0744189299481962	fraction_run	protein	NA	NA
P17742	166	ok	FALSE		2.471087482545	0.0108062226293796	0.322250171752171	0.133571050817534	fraction_run	protein	NA	NA
P58252	167	ok	FALSE		0.464441219763953	0.0201555841672651	0.00927129186011623	0.075953594003157	fraction_run	protein	NA	NA
P63101	167	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.59303923440658	0.0351539165557939	0	0.123424276433481	fraction_run	protein	NA	NA
Q01853	167	ok	FALSE		0.797068436175556	0.104513648548419	0.316214527810132	0.0302157786508143	fraction_run	protein	NA	NA
Q05816	161	ok	FALSE		5.30010016368427	0.272026531854941	3.37144142125332e-09	0.176953912184907	fraction_run	protein	NA	NA
Q05920	167	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.724484817246858	0.106129995301077	9.93693532810907e-11	0.0307791608475535	fraction_run	protein	NA	NA
Q61554	167	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.33744065530483	0.0930630116699225	0	0.0193381853565457	fraction_run	protein	NA	NA
Q8BTM8	167	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.550650676368091	0.104821429106022	0	0.0448942686748951	fraction_run	protein	NA	NA
Q8CGN5	165	ok	FALSE		0.951003744845264	0.23304205969763	6.75026682595429e-09	0.0990456427505942	fraction_run	protein	NA	NA
Q9D8N0	163	ok	FALSE		2.07904675230664	0.0240831553019632	0.053440362972423	0.145737531534332	fraction_run	protein	NA	NA
Q9Z0F7	167	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.810531687903832	0.292866896997839	3.66106221163226e-11	0.0804370288930915	fraction_run	protein	NA	NA
P11499	156	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.58628472317766	0.0176797219733895	0	0.0506165818420085	fraction_run	protein	NA	NA
P14211	161	ok	FALSE		1.27323058506458	0.251390052628856	4.57168932048768e-05	0.0727579559050968	fraction_run	protein	NA	NA
P63017	151	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.59531505002198	0.0107740517740077	0	0.127507883401138	fraction_run	protein	NA	NA
P38647	153	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.23910711873187	0.0110854376049745	4.11195848630415e-10	0.0557693084368318	fraction_run	protein	NA	NA
Q61598	160	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.84931131779787	0.0537102374176154	0	0.118814083041913	fraction_run	protein	NA	NA
P50580	140	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.59404066220286	0.0182930584287417	5.29818796184417e-10	0.134286100223671	fraction_run	protein	NA	NA
P58771	122	ok	FALSE		1.09183714918623	0.41322794588076	0.19303972276068	0.219242346440816	fraction_run	protein	NA	NA
Q9R1P4	133	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.993867176906	0.0218530894645766	7.23049785683209e-10	0.125491627838855	fraction_run	protein	NA	NA
P18419	148	ok	FALSE		0.441274312964076	2.63089138600793	1.79092554611115e-08	1.67774766932599	fraction_run	protein	NA	NA
P13020	161	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.56636281244605	0.0444950044144258	0	0.109555549509484	fraction_run	protein	NA	NA
Q921I1	165	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.03739890499428	0.0915938067122572	0	0.0281001011078454	fraction_run	protein	NA	NA
O08677	160	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.82250564480929	0.107876501167529	0	0.0791480340650264	fraction_run	protein	NA	NA
O88844	159	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.01778477280338	0.166643422281132	0	0.0925783031982701	fraction_run	protein	NA	NA
P02469	160	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.349195811083363	0.05055728307691	2.04930440177584e-10	0.0522770554971461	fraction_run	protein	NA	NA
P07356	160	ok	FALSE		1.05643007779786	0.114331329137321	1.10420705451324e-05	0.0436753400806099	fraction_run	protein	NA	NA
P08003	157	ok	FALSE		1.50632436464046	0.436623485426872	0.0243128669247475	0.0757384312645165	fraction_run	protein	NA	NA
Q03265	160	ok	FALSE		0.46727231102548	0.0873553623313101	1.8922318033371e-08	0.0389072888086249	fraction_run	protein	NA	NA
Q8BH64	160	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.19624582318384	0.0546604922426525	0	0.151647603732798	fraction_run	protein	NA	NA
Q9D0F9	160	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.16184660921355	0.0606475733307386	4.5277410928968e-11	0.100362845262523	fraction_run	protein	NA	NA
P48036	150	ok	FALSE		2.13032761448135	0.220232801296019	2.36144889603372e-09	0.145167480944975	fraction_run	protein	NA	NA
P10107	154	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.77523631530356	0.238749701787302	0	0.0711707090047687	fraction_run	protein	NA	NA
Q8VCT4	156	ok	FALSE		1.47615800985962	0.12152549181219	0.289229743299301	0.158681983526076	fraction_run	protein	NA	NA
Q9EQ20	159	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.793801638240056	0.0749808383996957	1.25382369287678e-10	0.0639549138561856	fraction_run	protein	NA	NA
P06909	153	ok	FALSE		1.2025969967914	0.0562011383431511	0.271226412722363	0.153083467858968	fraction_run	protein	NA	NA
P28665	152	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.805754615146379	0.0643642909374383	0	0.101823550139768	fraction_run	protein	NA	NA
Q99LX0	153	ok	FALSE		1.58694491024098	0.00528428607578427	0.174891768867233	0.063879458107344	fraction_run	protein	NA	NA
P13707	143	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.12240054976886	0.165401637306866	0	0.124713705384148	fraction_run	protein	NA	NA
P20029	147	ok	FALSE		0.721226425426847	0.36000304233118	2.88838470390025e-07	0.0505295918237678	fraction_run	protein	NA	NA
P26443	147	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.16349469259016	0.0231746003724217	0	0.083300182490371	fraction_run	protein	NA	NA
Q93092	147	ok	FALSE		1.32369774230586	0.0444600195437864	0.0120741165245786	0.0829291044258136	fraction_run	protein	NA	NA
Q8R0Y6	147	ok	FALSE		0.633969665622911	0.19277426756264	0.128748027722639	0.0541795707641392	fraction_run	protein	NA	NA
Q9WTP6	147	ok	FALSE		0.791904451819282	0.103582775816705	0.295637896881942	0.0721609929607898	fraction_run	protein	NA	NA
Q9DCD0	141	ok	FALSE		1.36515477788812	0.172600529544546	0.398910034179141	0.0908566622915019	fraction_run	protein	NA	NA
P01837	141	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.60151597792026	0.164598257373278	0	0.135172843146061	fraction_run	protein	NA	NA
P52480	159	ok	FALSE		1.39296840544858	0.0277051198872518	5.58849669022367e-08	0.100719398520403	fraction_run	protein	NA	NA
Q8VCT3	126	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.35668260497699	0.0209569744974054	6.09468328645737e-11	0.286548576992281	fraction_run	protein	NA	NA
P68040	139	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.53273362252218	0.0754980557305477	1.6618515340532e-10	0.116163005195428	fraction_run	protein	NA	NA
P62754	134	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.39248594752331	0.118572232516939	0	0.0980581647983607	fraction_run	protein	NA	NA
P57780	136	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.856872714975791	0.0856377414406994	0	0.0839523183283069	fraction_run	protein	NA	NA
P61982	116	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.55597562762815	0.231504045549333	0	0.0816293748724507	fraction_run	protein	NA	NA
Q99MR8	127	ok	FALSE		1.53003947491476	0.0762045903349666	4.11047775495396e-08	0.0624747177837871	fraction_run	protein	NA	NA
Q62000	117	ok	FALSE		3.00088885859669	0.122385353282843	0.0521766988064599	0.172376176382331	fraction_run	protein	NA	NA
P11352	115	ok	FALSE		3.14396997119426	0.0261219439389453	0.386379621154466	0.130958715589737	fraction_run	protein	NA	NA
P62242	126	ok	FALSE		1.26529918649809	0.187002061844467	5.49019363204128e-09	0.118721281114704	fraction_run	protein	NA	NA
Q8BH61	156	ok	FALSE		0.771775886101735	0.116909456788477	2.19495142108164e-08	0.351919569389425	fraction_run	protein	NA	NA
P56480	140	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.500179532235055	0.154409100703431	0	0.0760661645232496	fraction_run	protein	NA	NA
P10639	139	ok	FALSE		4.56656729264232	0.0183558312009545	0.341073352930081	0.165623059387241	fraction_run	protein	NA	NA
P16045	136	ok	TRUE	boundary (singular) fit: see help('isSingular')	4.78071590108817	0.067238111114966	0	0.098837330489073	fraction_run	protein	NA	NA
P37804	144	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.30421562322515	0.591644439327942	4.75056624712142e-10	0.281370042514174	fraction_run	protein	NA	NA
E9PV24	138	ok	FALSE		0.704880162504574	0.235833883183807	0.0539270152781356	0.15916692117052	fraction_run	protein	NA	NA
P46471	128	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.08672609007325	0.00684915817189032	0	0.173776043781613	fraction_run	protein	NA	NA
P15105	125	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.77014394425526	0.198415769139898	0	0.0761151630537254	fraction_run	protein	NA	NA
P04117	166	ok	FALSE		1.18971736779639	0.15725537424911	0.369736723133307	0.0600064375644178	fraction_run	protein	NA	NA
P17182	165	ok	FALSE		1.43528883007299	0.0647901439227602	0.212120097191669	0.0824480622806358	fraction_run	protein	NA	NA
P16015	153	ok	FALSE		0.652770386528269	0.164365913644763	1.32406939703503e-09	0.0720560312223737	fraction_run	protein	NA	NA
P17751	157	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.94410085244079	0.0899722092383329	0	0.0919697869977823	fraction_run	protein	NA	NA
Q68FD5	148	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.53399008323862	0.0218830760579609	1.47722843253973e-10	0.0419655637287117	fraction_run	protein	NA	NA
O88492	147	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.32371821999158	0.238488932610061	1.77921754337385e-10	0.0866190990856839	fraction_run	protein	NA	NA
P01942	143	ok	FALSE		3.09973954776594	0.365029976305504	0.402124894043559	0.045776086526221	fraction_run	protein	NA	NA
P10126	146	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.973931429048216	0.0520697241886444	2.49472067481249e-10	0.115775450717253	fraction_run	protein	NA	NA
Q61838	146	ok	FALSE		0.308894474944272	0.155150371878218	0.191552631874808	0.036509787237742	fraction_run	protein	NA	NA
P18760	145	ok	FALSE		2.53080112968345	0.0982083064060542	0.173265392006208	0.0731998137617898	fraction_run	protein	NA	NA
P50516	130	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.17843303741118	0.0457004813792165	3.23640137630965e-10	0.0959499473911393	fraction_run	protein	NA	NA
O08709	140	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.3188681732445	0.171059890333941	0	0.0877843588567627	fraction_run	protein	NA	NA
O08749	140	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.00971070123389	0.0266035731656328	1.2830889579485e-10	0.103603827912401	fraction_run	protein	NA	NA
P05064	140	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.649117575132802	0.0554798200280596	4.83499882193865e-10	0.061285253127674	fraction_run	protein	NA	NA
P06801	140	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.72624194577794	0.179512639726087	2.68116278055609e-10	0.0479222134680986	fraction_run	protein	NA	NA
P97315	140	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.930121156853475	0.425235376527866	1.65472933283701e-10	0.155932784104728	fraction_run	protein	NA	NA
Q60854	140	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.13749339821998	0.0814934221492623	6.08869877751348e-11	0.0607819726379068	fraction_run	protein	NA	NA
P47738	140	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.538092199836202	0.0873657284866085	0	0.0693567233530854	fraction_run	protein	NA	NA
P51174	140	ok	FALSE		1.34680488933829	0.0609695405875289	0.0165848753208816	0.161108496517853	fraction_run	protein	NA	NA
P63038	138	ok	FALSE		0.815465781324993	0.0117470476769114	0.047859572396168	0.0479917851263118	fraction_run	protein	NA	NA
Q99LC5	139	ok	FALSE		1.57306305784094	0.0621654499517915	5.09247070818573e-09	0.0869128360200033	fraction_run	protein	NA	NA
Q91V92	140	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.654003226184192	0.153707392676994	0	0.107276860083619	fraction_run	protein	NA	NA
Q9DCW4	134	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.26135607439123	0.0708904910499225	1.2454749735278e-11	0.107236751871496	fraction_run	protein	NA	NA
P27659	134	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.2330089164372	0.128552720573234	0	0.127855945047402	fraction_run	protein	NA	NA
Q91X72	133	ok	FALSE		1.06411554432478	0.0710373508462115	1.59035033831713e-08	0.206967476437169	fraction_run	protein	NA	NA
Q8CFX1	126	ok	FALSE		0.701833333174161	0.0575318841221922	0.110395632867077	0.151396454644434	fraction_run	protein	NA	NA
P16125	121	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.36983682651047	0.021777892728047	8.19050341982102e-10	0.16816784089405	fraction_run	protein	NA	NA
Q00623	128	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.09385304989481	0.163242543057072	3.96983301332207e-11	0.166610882415531	fraction_run	protein	NA	NA
P26883	98	ok	FALSE		2.10669575509476	0.0544442639208655	0.582812302126008	0.232736299464183	fraction_run	protein	NA	NA
P29699	110	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.23887122870228	0.0588863112809776	0	0.0659718666717536	fraction_run	protein	NA	NA
Q64433	119	ok	FALSE		2.59267792700217	0.0278294561376638	0.436800574181033	0.0958563355689446	fraction_run	protein	NA	NA
Q9ET01	133	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.0343531088055	0.0631173230488011	7.13998886145e-11	0.152318355304181	fraction_run	protein	NA	NA
P57776	119	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.13142579887596	1.66582898382438e-05	0	0.159812040605731	fraction_run	protein	NA	NA
P62962	135	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.03982266261531	0.0237326670116039	0	0.145186260531972	fraction_run	protein	NA	NA
P03987	126	ok	FALSE		2.29121125577519	0.344592699226726	0.0661192981137573	0.140062442928697	fraction_run	protein	NA	NA
P07309	113	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.40320302342192	0.131925007346331	0	0.269724578866659	fraction_run	protein	NA	NA
P00920	116	ok	FALSE		1.23192049514438	0.0565261854177442	0.474176417059327	0.098677587023364	fraction_run	protein	NA	NA
Q9WUM3	145	ok	FALSE		1.07329898492563	0.0594803180755006	0.0309568361193786	0.156741061412353	fraction_run	protein	NA	NA
P16858	139	ok	FALSE		2.78466533112417	0.0367972643744909	1.44995923962031e-06	0.083747112951405	fraction_run	protein	NA	NA
Q08857	128	ok	FALSE		2.43590985621052	0.176514882867574	1.36683852237268	0.167050736464456	fraction_run	protein	NA	NA
P08249	126	ok	FALSE		1.0870086840692	0.01429696950662	0.201643492090485	0.0646569229069421	fraction_run	protein	NA	NA
Q9QYG0	108	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.27665514820679	0.090007868829512	0	0.36990381342436	fraction_run	protein	NA	NA
P45376	118	ok	FALSE		2.07595403513404	0.0594689277653937	0.39578550872663	0.194672218399793	fraction_run	protein	NA	NA
Q91ZJ5	114	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.97204757292445	0.0341904520062663	3.50576611053653e-10	0.0522686473333817	fraction_run	protein	NA	NA
P14152	132	ok	FALSE		0.490647283067569	0.0145419968591934	0.0813852454221186	0.0523770935670042	fraction_run	protein	NA	NA
P54310	142	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.21898253793755	0.211558304222373	0	0.0827222963822339	fraction_run	protein	NA	NA
P14148	127	ok	FALSE		1.5190948892117	0.0645982869030816	0.484301524331175	0.331756795115829	fraction_run	protein	NA	NA
Q91VR2	98	ok	FALSE		0.813674365445814	0.179634426899111	0.278829211443613	0.137942531578898	fraction_run	protein	NA	NA
P80314	108	ok	FALSE		2.11230191831728	0.0471601054537475	1.15789132017777e-06	0.121815390401265	fraction_run	protein	NA	NA
Q61646	133	ok	FALSE		0.880767659505345	0.769414702738045	1.39902330564216e-09	0.0999959736772017	fraction_run	protein	NA	NA
P16110	123	ok	FALSE		3.7140759233336	0.559199937776527	1.00769973310126e-08	0.314420755226185	fraction_run	protein	NA	NA
Q8BH95	100	ok	FALSE		0.787194255713277	0.0900294593889108	2.50858301537919e-09	0.101004170132681	fraction_run	protein	NA	NA
P40142	113	ok	FALSE		0.887850620430407	0.0753928012066876	4.82149898250291e-10	0.0240301192481307	fraction_run	protein	NA	NA
P31324	130	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.53346604176954	0.18875437660437	0	0.24432925426294	fraction_run	protein	NA	NA
P99029	106	ok	FALSE		0.660217365592033	0.062470134975388	0.670268492876145	0.0780141471446975	fraction_run	protein	NA	NA
P28474	98	ok	FALSE		2.73457363329557	0.0067922627588003	7.9365311703544e-07	0.102564189997983	fraction_run	protein	NA	NA
P30933	119	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.640483540451061	3.14292052880672	6.23339768546931e-10	0.929223308917522	fraction_run	protein	NA	NA
O08529	146	ok	FALSE		1.77579564214907	0.0890171759102373	3.65809597686791e-09	0.0591147590146465	fraction_run	protein	NA	NA
P09405	153	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.23886454587861	0.405893980054225	0	0.0849877787566245	fraction_run	protein	NA	NA
P01872	106	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.97869440576683	0.48569153431875	0	0.0535228965528649	fraction_run	protein	NA	NA
Q9CQV8	153	ok	FALSE		1.54283800612348	0.139237489471179	0.276787572029173	0.197583006229862	fraction_run	protein	NA	NA
Q91YQ5	128	ok	FALSE		2.18682550274672	0.375210172001007	0.20467903262586	0.0914420626134062	fraction_run	protein	NA	NA
P51885	137	ok	FALSE		4.8815402813133	0.0773635541441767	0.550834107306036	0.118845910512341	fraction_run	protein	NA	NA
Q8CDN6	125	ok	FALSE		1.31584755741867	0.00172221361130945	0.364617748364212	0.162751932257805	fraction_run	protein	NA	NA
Q8BJU0	138	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.30744907147679	0.0451211008474207	0	0.104142793918278	fraction_run	protein	NA	NA
P15626	105	ok	FALSE		1.17384064718246	0.100594308401936	1.35518043326278	0.0503611710163703	fraction_run	protein	NA	NA
P55264	101	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.44686387196313	0.0812579200328892	0	0.0910891058613623	fraction_run	protein	NA	NA
Q09098	121	ok	TRUE	boundary (singular) fit: see help('isSingular')	4.30526459215639	2.92037768751272	0	0.724638109750399	fraction_run	protein	NA	NA
P70202	46	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.52314021694818	0.0875783371406564	5.66519592703144e-10	0.14931261720977	fraction_run	protein	NA	NA
P07759	130	ok	FALSE		1.96654778085937	0.0569937951360759	0.0368810373462667	0.145012071201554	fraction_run	protein	NA	NA
P00329	85	ok	TRUE	boundary (singular) fit: see help('isSingular')	4.43657032584925	0.0823954940821155	0	0.0745967067992971	fraction_run	protein	NA	NA
Q60994	94	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.90568330331866	0.0913818101493466	0	0.227110097247743	fraction_run	protein	NA	NA
Q8K4Z3	73	ok	FALSE		1.3077394325001	0.00160974816750589	2.59416665370792e-08	0.21887747475957	fraction_run	protein	NA	NA
Q91V76	112	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.75463220351076	0.151238619289628	2.10524594917322e-11	0.117959165017926	fraction_run	protein	NA	NA
Q8BP67	80	ok	FALSE		2.23245935551985	0.138487790182411	0.170694073046746	0.0498857766934578	fraction_run	protein	NA	NA
Q91VJ2	164	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.16122992053445	0.126416195447523	0	0.114649862853663	fraction_run	protein	NA	NA
P62806	109	ok	FALSE		2.62892447533693	1.39141237559488	6.29785623788137e-05	0.599510673849238	fraction_run	protein	NA	NA
Q9CPY7	139	ok	FALSE		2.54541144942557	0.116681813018516	2.03180520471567e-05	0.114965550614809	fraction_run	protein	NA	NA
Q9D0K2	127	ok	FALSE		1.04835318007539	0.0455629399216858	2.55395623724503e-09	0.0812074472030801	fraction_run	protein	NA	NA
Q9WVH9	122	ok	FALSE		3.29640227944292	0.117646769500079	1.70982045381237e-09	0.143532122540788	fraction_run	protein	NA	NA
P97807	110	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.15972240361361	0.0431038816264982	0	0.17099230020517	fraction_run	protein	NA	NA
Q9CWK8	93	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.99325800089789	0.0711901760212714	0	0.0958557584967889	fraction_run	protein	NA	NA
P07901	127	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.617445628911256	0.0293016007217091	0	0.0979748822619637	fraction_run	protein	NA	NA
Q8BFR5	132	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.992587501832477	0.079571142143169	0	0.121852149215794	fraction_run	protein	NA	NA
Q9QXC1	110	ok	FALSE		6.67420754117388	0.0411989208580154	3.16362225968525e-06	0.333038911051469	fraction_run	protein	NA	NA
O08553	134	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.43906393261695	0.0506355456646998	4.85041522235713e-11	0.0799055278499152	fraction_run	protein	NA	NA
Q07417	126	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.74333595542586	0.0995769938312445	0	0.144153513647236	fraction_run	protein	NA	NA
Q9WUM5	73	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.09166285073865	0	0	0.0787582478783192	fraction_run	protein	NA	NA
O70251	87	ok	FALSE		1.40857152391158	0.0135117107355052	1.29597675892165e-07	0.0895195365262359	fraction_run	protein	NA	NA
Q00898	75	ok	FALSE		3.54389706319303	0.194947602149996	2.30454060466556e-07	0.137353419799364	fraction_run	protein	NA	NA
P09411	105	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.86070140094574	0.0303535784879693	0	0.078985563615406	fraction_run	protein	NA	NA
P01864	72	ok	FALSE		2.04308408040432	0.228170284028822	0.394158100321204	0.146159960052011	fraction_run	protein	NA	NA
Q8JZN5	66	ok	FALSE		2.84542078787752	0.00829553976165009	4.74799746604583e-08	0.124558430054169	fraction_run	protein	NA	NA
O35945	94	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.00681339423701	0.048665133110181	3.97720789910885e-11	0.0917789588688698	fraction_run	protein	NA	NA
Q91WS0	80	ok	FALSE		0.575555705988351	0.369242161802232	0.122158579161113	0.152830078041874	fraction_run	protein	NA	NA
Q99P87	51	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.23500479483388	0.0665193018754065	1.1987731942306e-09	0.149120103765188	fraction_run	protein	NA	NA
P21550	93	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.84165208267223	0.421462810512364	4.68474102115584e-10	0.322275451793135	fraction_run	protein	NA	NA
Q61171	113	ok	FALSE		1.69138237395584	0.115603897340637	0.0195660107182885	0.125034829773046	fraction_run	protein	NA	NA
P43274	68	ok	FALSE		2.71380347366519	0.492121250973431	1.29172720212909e-07	0.343003805629968	fraction_run	protein	NA	NA
P28653	105	ok	TRUE	boundary (singular) fit: see help('isSingular')	3.30986599828653	0.147692766583098	1.26299401440145e-10	0.249214701487092	fraction_run	protein	NA	NA
P35700	99	ok	TRUE	boundary (singular) fit: see help('isSingular')	0.928237394385463	0.0240841709671479	9.07835183499052e-11	0.0790650273936825	fraction_run	protein	NA	NA
P22599	67	ok	FALSE		5.1590011417358	0.114172782827254	0.336974993456145	0.10615030540993	fraction_run	protein	NA	NA
P02088	66	ok	FALSE		1.50677531294822	0.273616946331256	6.76816727016717e-08	0.43972921420124	fraction_run	protein	NA	NA
Q00897	68	ok	FALSE		2.05522940223574	0.112935896025814	4.81119769561131e-06	0.159519544367974	fraction_run	protein	NA	NA
P05202	127	ok	FALSE		1.7060640859183	0.530343880130959	0.178971164464777	0.146883640237969	fraction_run	protein	NA	NA
Q99K85	87	ok	FALSE		1.30021446700052	0.0453972038964147	7.59876381914116e-09	0.295201258712721	fraction_run	protein	NA	NA
Q9D1R9	85	ok	FALSE		1.94699837558653	0.0492337320123441	0.563461759028363	0.351939199800249	fraction_run	protein	NA	NA
P19157	114	ok	FALSE		1.47843268735432	0.0314053772408296	1.94859155720251e-07	0.262837877359718	fraction_run	protein	NA	NA
P34884	38	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.09112614891126	0.0909874970524321	1.1966702416335e-10	0.280942892715899	fraction_run	protein	NA	NA
Q6PHN9	33	ok	FALSE		1.52637221016578	0.0598267855081198	3.98595380153109e-10	0.0224386237991581	fraction_run	protein	NA	NA
P63001	33	ok	FALSE		0.596992851870829	0.193792412215253	0.808246742599164	0.083162088109698	fraction_run	protein	NA	NA
P68254	146	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.5145238194208	0.0483171020545653	0	0.165494213916371	fraction_run	protein	NA	NA
Q8BJD1	98	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.06715743138876	0.179387698901863	0	0.193421480082393	fraction_run	protein	NA	NA
Q9R1T2	122	ok	FALSE		0.969891731401301	0.0557652987661346	0.194620486981654	0.090115894485057	fraction_run	protein	NA	NA
Q60715	41	ok	FALSE		2.75290037433829	0.0394393471116484	0.438126167399136	0.0972198462386191	fraction_run	protein	NA	NA
Q9R0N0	77	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.35622635863114	0	0	0.288582176215751	fraction_run	protein	NA	NA
Q9QZK7	6	error	NA	contrasts can be applied only to factors with 2 or more levels	NA	NA	NA	NA	fraction_run	protein	NA	NA
Q99LB2	27	ok	FALSE		2.1295186615519	0.206971148754233	0.361381954384566	0.0366585652726541	fraction_run	protein	NA	NA
Q99J08	72	ok	TRUE	boundary (singular) fit: see help('isSingular')	1.90762914256581	0.374531743386209	0	0.304868349409731	fraction_run	protein	NA	NA
P70195	78	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.91687492266521	0.0280823412096506	5.62772550841991e-10	0.132886452609606	fraction_run	protein	NA	NA
P62301	49	ok	TRUE	boundary (singular) fit: see help('isSingular')	2.74463567678154	0	0.821488347505541	0.193001128621575	fraction_run	protein	NA	NA
Q9JLZ3	49	ok	FALSE		1.20471342966568	0.0826444068536904	0.110504245943305	0.262290286878367	fraction_run	protein	NA	NA
