record_id	doi	concept_doi	revision	publication_date	updated	license	title	n_files	total_bytes
14767905	10.5281/zenodo.14767905	10.5281/zenodo.14767904	8	2025-01-29	2025-07-16T11:13:21.244133+00:00	cc-by-4.0	"Data for reproducing ""msqrob2TMT: robust linear mixed models for inferring differential abundant proteins in labelled experiments with arbitrarily complex design"""	8	613923199
