acquisition	design	variant	contrast	logfc_floor	n_called	tp	fp	fdp	sensitivity
ms3	unbalanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.667	0.3	31	30	1	0.032258064516129	0.75
ms3	unbalanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.5	0.3	42	35	7	0.166666666666667	0.875
ms3	unbalanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.125	0.3	44	36	8	0.181818181818182	0.9
ms3	unbalanced	protein_drop_mixed_robust_noridge_msqrob2	0.667 - 0.5	0.3	21	16	5	0.238095238095238	0.4
ms3	unbalanced	protein_drop_mixed_robust_noridge_msqrob2	0.667 - 0.125	0.3	48	36	12	0.25	0.9
ms3	unbalanced	protein_drop_mixed_robust_noridge_msqrob2	0.5 - 0.125	0.3	35	33	2	0.0571428571428571	0.825
ms3	unbalanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.667	0.3	0	0	0	NA	0
ms3	unbalanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.5	0.3	63	16	47	0.746031746031746	0.4
ms3	unbalanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.125	0.3	89	35	54	0.606741573033708	0.875
ms3	unbalanced	protein_drop_naive_robust_noridge_msqrob2	0.667 - 0.5	0.3	51	4	47	0.92156862745098	0.1
ms3	unbalanced	protein_drop_naive_robust_noridge_msqrob2	0.667 - 0.125	0.3	98	30	68	0.693877551020408	0.75
ms3	unbalanced	protein_drop_naive_robust_noridge_msqrob2	0.5 - 0.125	0.3	24	24	0	0	0.6
ms3	unbalanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.667	0.3	3	3	0	0	0.075
ms3	unbalanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.5	0.3	31	11	20	0.645161290322581	0.275
ms3	unbalanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.125	0.3	56	31	25	0.446428571428571	0.775
ms3	unbalanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.667 - 0.5	0.3	25	0	25	1	0
ms3	unbalanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.667 - 0.125	0.3	62	29	33	0.532258064516129	0.725
ms3	unbalanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.5 - 0.125	0.3	26	26	0	0	0.65
ms2	balanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.667	0.3	19	17	2	0.105263157894737	0.425
ms2	balanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.5	0.3	37	36	1	0.027027027027027	0.9
ms2	balanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.125	0.3	41	39	2	0.0487804878048781	0.975
ms2	balanced	protein_drop_mixed_robust_noridge_msqrob2	0.667 - 0.5	0.3	1	1	0	0	0.025
ms2	balanced	protein_drop_mixed_robust_noridge_msqrob2	0.667 - 0.125	0.3	39	39	0	0	0.975
ms2	balanced	protein_drop_mixed_robust_noridge_msqrob2	0.5 - 0.125	0.3	37	37	0	0	0.925
ms2	balanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.667	0.3	1	1	0	0	0.025
ms2	balanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.5	0.3	10	10	0	0	0.25
ms2	balanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.125	0.3	32	32	0	0	0.8
ms2	balanced	protein_drop_naive_robust_noridge_msqrob2	0.667 - 0.5	0.3	0	0	0	NA	0
ms2	balanced	protein_drop_naive_robust_noridge_msqrob2	0.667 - 0.125	0.3	28	28	0	0	0.7
ms2	balanced	protein_drop_naive_robust_noridge_msqrob2	0.5 - 0.125	0.3	18	18	0	0	0.45
ms2	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.667	0.3	3	3	0	0	0.075
ms2	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.5	0.3	21	20	1	0.0476190476190476	0.5
ms2	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.125	0.3	36	36	0	0	0.9
ms2	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.667 - 0.5	0.3	0	0	0	NA	0
ms2	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.667 - 0.125	0.3	30	30	0	0	0.75
ms2	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.5 - 0.125	0.3	26	26	0	0	0.65
ms3	balanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.667	0.5	9	9	0	0	0.225
ms3	balanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.5	0.5	37	34	3	0.0810810810810811	0.85
ms3	balanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.125	0.5	41	39	2	0.0487804878048781	0.975
ms3	balanced	protein_drop_mixed_robust_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_drop_mixed_robust_noridge_msqrob2	0.667 - 0.125	0.5	39	37	2	0.0512820512820513	0.925
ms3	balanced	protein_drop_mixed_robust_noridge_msqrob2	0.5 - 0.125	0.5	40	36	4	0.1	0.9
ms3	balanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.667	0.5	0	0	0	NA	0
ms3	balanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.5	0.5	20	20	0	0	0.5
ms3	balanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.125	0.5	37	36	1	0.027027027027027	0.9
ms3	balanced	protein_drop_naive_robust_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_drop_naive_robust_noridge_msqrob2	0.667 - 0.125	0.5	34	34	0	0	0.85
ms3	balanced	protein_drop_naive_robust_noridge_msqrob2	0.5 - 0.125	0.5	29	29	0	0	0.725
ms3	balanced	protein_drop_mixed_ls_noridge_msqrob2	1 - 0.667	0.5	8	8	0	0	0.2
ms3	balanced	protein_drop_mixed_ls_noridge_msqrob2	1 - 0.5	0.5	35	34	1	0.0285714285714286	0.85
ms3	balanced	protein_drop_mixed_ls_noridge_msqrob2	1 - 0.125	0.5	40	38	2	0.05	0.95
ms3	balanced	protein_drop_mixed_ls_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_drop_mixed_ls_noridge_msqrob2	0.667 - 0.125	0.5	38	36	2	0.0526315789473684	0.9
ms3	balanced	protein_drop_mixed_ls_noridge_msqrob2	0.5 - 0.125	0.5	38	35	3	0.0789473684210526	0.875
ms3	balanced	protein_drop_naive_ls_noridge_msqrob2	1 - 0.667	0.5	0	0	0	NA	0
ms3	balanced	protein_drop_naive_ls_noridge_msqrob2	1 - 0.5	0.5	15	15	0	0	0.375
ms3	balanced	protein_drop_naive_ls_noridge_msqrob2	1 - 0.125	0.5	37	36	1	0.027027027027027	0.9
ms3	balanced	protein_drop_naive_ls_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_drop_naive_ls_noridge_msqrob2	0.667 - 0.125	0.5	33	33	0	0	0.825
ms3	balanced	protein_drop_naive_ls_noridge_msqrob2	0.5 - 0.125	0.5	28	28	0	0	0.7
ms3	balanced	protein_keep_mixed_robust_noridge_msqrob2	1 - 0.667	0.5	9	9	0	0	0.225
ms3	balanced	protein_keep_mixed_robust_noridge_msqrob2	1 - 0.5	0.5	35	34	1	0.0285714285714286	0.85
ms3	balanced	protein_keep_mixed_robust_noridge_msqrob2	1 - 0.125	0.5	41	39	2	0.0487804878048781	0.975
ms3	balanced	protein_keep_mixed_robust_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_keep_mixed_robust_noridge_msqrob2	0.667 - 0.125	0.5	38	37	1	0.0263157894736842	0.925
ms3	balanced	protein_keep_mixed_robust_noridge_msqrob2	0.5 - 0.125	0.5	37	36	1	0.027027027027027	0.9
ms3	balanced	protein_keep_naive_robust_noridge_msqrob2	1 - 0.667	0.5	0	0	0	NA	0
ms3	balanced	protein_keep_naive_robust_noridge_msqrob2	1 - 0.5	0.5	20	20	0	0	0.5
ms3	balanced	protein_keep_naive_robust_noridge_msqrob2	1 - 0.125	0.5	37	36	1	0.027027027027027	0.9
ms3	balanced	protein_keep_naive_robust_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_keep_naive_robust_noridge_msqrob2	0.667 - 0.125	0.5	35	34	1	0.0285714285714286	0.85
ms3	balanced	protein_keep_naive_robust_noridge_msqrob2	0.5 - 0.125	0.5	29	29	0	0	0.725
ms3	balanced	protein_keep_mixed_ls_noridge_msqrob2	1 - 0.667	0.5	8	8	0	0	0.2
ms3	balanced	protein_keep_mixed_ls_noridge_msqrob2	1 - 0.5	0.5	35	34	1	0.0285714285714286	0.85
ms3	balanced	protein_keep_mixed_ls_noridge_msqrob2	1 - 0.125	0.5	41	39	2	0.0487804878048781	0.975
ms3	balanced	protein_keep_mixed_ls_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_keep_mixed_ls_noridge_msqrob2	0.667 - 0.125	0.5	38	37	1	0.0263157894736842	0.925
ms3	balanced	protein_keep_mixed_ls_noridge_msqrob2	0.5 - 0.125	0.5	38	36	2	0.0526315789473684	0.9
ms3	balanced	protein_keep_naive_ls_noridge_msqrob2	1 - 0.667	0.5	0	0	0	NA	0
ms3	balanced	protein_keep_naive_ls_noridge_msqrob2	1 - 0.5	0.5	15	15	0	0	0.375
ms3	balanced	protein_keep_naive_ls_noridge_msqrob2	1 - 0.125	0.5	37	36	1	0.027027027027027	0.9
ms3	balanced	protein_keep_naive_ls_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_keep_naive_ls_noridge_msqrob2	0.667 - 0.125	0.5	33	33	0	0	0.825
ms3	balanced	protein_keep_naive_ls_noridge_msqrob2	0.5 - 0.125	0.5	28	28	0	0	0.7
ms3	balanced	protein_ratio_mixed_robust_noridge_msqrob2	1 - 0.667	0.5	9	9	0	0	0.225
ms3	balanced	protein_ratio_mixed_robust_noridge_msqrob2	1 - 0.5	0.5	37	34	3	0.0810810810810811	0.85
ms3	balanced	protein_ratio_mixed_robust_noridge_msqrob2	1 - 0.125	0.5	41	39	2	0.0487804878048781	0.975
ms3	balanced	protein_ratio_mixed_robust_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_ratio_mixed_robust_noridge_msqrob2	0.667 - 0.125	0.5	39	37	2	0.0512820512820513	0.925
ms3	balanced	protein_ratio_mixed_robust_noridge_msqrob2	0.5 - 0.125	0.5	40	36	4	0.1	0.9
ms3	balanced	protein_ratio_naive_robust_noridge_msqrob2	1 - 0.667	0.5	8	8	0	0	0.2
ms3	balanced	protein_ratio_naive_robust_noridge_msqrob2	1 - 0.5	0.5	35	34	1	0.0285714285714286	0.85
ms3	balanced	protein_ratio_naive_robust_noridge_msqrob2	1 - 0.125	0.5	40	39	1	0.025	0.975
ms3	balanced	protein_ratio_naive_robust_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_ratio_naive_robust_noridge_msqrob2	0.667 - 0.125	0.5	38	37	1	0.0263157894736842	0.925
ms3	balanced	protein_ratio_naive_robust_noridge_msqrob2	0.5 - 0.125	0.5	37	36	1	0.027027027027027	0.9
ms3	balanced	protein_ratio_mixed_ls_noridge_msqrob2	1 - 0.667	0.5	8	8	0	0	0.2
ms3	balanced	protein_ratio_mixed_ls_noridge_msqrob2	1 - 0.5	0.5	35	34	1	0.0285714285714286	0.85
ms3	balanced	protein_ratio_mixed_ls_noridge_msqrob2	1 - 0.125	0.5	40	38	2	0.05	0.95
ms3	balanced	protein_ratio_mixed_ls_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_ratio_mixed_ls_noridge_msqrob2	0.667 - 0.125	0.5	39	37	2	0.0512820512820513	0.925
ms3	balanced	protein_ratio_mixed_ls_noridge_msqrob2	0.5 - 0.125	0.5	38	35	3	0.0789473684210526	0.875
ms3	balanced	protein_ratio_naive_ls_noridge_msqrob2	1 - 0.667	0.5	8	8	0	0	0.2
ms3	balanced	protein_ratio_naive_ls_noridge_msqrob2	1 - 0.5	0.5	35	34	1	0.0285714285714286	0.85
ms3	balanced	protein_ratio_naive_ls_noridge_msqrob2	1 - 0.125	0.5	39	38	1	0.0256410256410256	0.95
ms3	balanced	protein_ratio_naive_ls_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_ratio_naive_ls_noridge_msqrob2	0.667 - 0.125	0.5	37	36	1	0.027027027027027	0.9
ms3	balanced	protein_ratio_naive_ls_noridge_msqrob2	0.5 - 0.125	0.5	36	35	1	0.0277777777777778	0.875
ms3	balanced	protein_drop_run_only_robust_noridge_msqrob2	1 - 0.667	0.5	9	9	0	0	0.225
ms3	balanced	protein_drop_run_only_robust_noridge_msqrob2	1 - 0.5	0.5	37	34	3	0.0810810810810811	0.85
ms3	balanced	protein_drop_run_only_robust_noridge_msqrob2	1 - 0.125	0.5	41	39	2	0.0487804878048781	0.975
ms3	balanced	protein_drop_run_only_robust_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_drop_run_only_robust_noridge_msqrob2	0.667 - 0.125	0.5	39	37	2	0.0512820512820513	0.925
ms3	balanced	protein_drop_run_only_robust_noridge_msqrob2	0.5 - 0.125	0.5	40	36	4	0.1	0.9
ms3	balanced	protein_drop_mixed_robust_ridge_msqrob2	1 - 0.667	0.5	9	9	0	0	0.225
ms3	balanced	protein_drop_mixed_robust_ridge_msqrob2	1 - 0.5	0.5	36	34	2	0.0555555555555556	0.85
ms3	balanced	protein_drop_mixed_robust_ridge_msqrob2	1 - 0.125	0.5	39	38	1	0.0256410256410256	0.95
ms3	balanced	protein_drop_mixed_robust_ridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_drop_mixed_robust_ridge_msqrob2	0.667 - 0.125	0.5	38	36	2	0.0526315789473684	0.9
ms3	balanced	protein_drop_mixed_robust_ridge_msqrob2	0.5 - 0.125	0.5	39	36	3	0.0769230769230769	0.9
ms3	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.667	0.5	3	3	0	0	0.075
ms3	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.5	0.5	26	24	2	0.0769230769230769	0.6
ms3	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.125	0.5	39	37	2	0.0512820512820513	0.925
ms3	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.667 - 0.125	0.5	36	34	2	0.0555555555555556	0.85
ms3	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.5 - 0.125	0.5	36	33	3	0.0833333333333333	0.825
ms3	balanced	protein_keep_dupcor_mixture_ls_noridge_limma	1 - 0.667	0.5	3	3	0	0	0.075
ms3	balanced	protein_keep_dupcor_mixture_ls_noridge_limma	1 - 0.5	0.5	28	25	3	0.107142857142857	0.625
ms3	balanced	protein_keep_dupcor_mixture_ls_noridge_limma	1 - 0.125	0.5	40	37	3	0.075	0.925
ms3	balanced	protein_keep_dupcor_mixture_ls_noridge_limma	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_keep_dupcor_mixture_ls_noridge_limma	0.667 - 0.125	0.5	35	34	1	0.0285714285714286	0.85
ms3	balanced	protein_keep_dupcor_mixture_ls_noridge_limma	0.5 - 0.125	0.5	35	33	2	0.0571428571428571	0.825
ms3	balanced	protein_ratio_dupcor_mixture_ls_noridge_limma	1 - 0.667	0.5	8	8	0	0	0.2
ms3	balanced	protein_ratio_dupcor_mixture_ls_noridge_limma	1 - 0.5	0.5	36	34	2	0.0555555555555556	0.85
ms3	balanced	protein_ratio_dupcor_mixture_ls_noridge_limma	1 - 0.125	0.5	41	39	2	0.0487804878048781	0.975
ms3	balanced	protein_ratio_dupcor_mixture_ls_noridge_limma	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	protein_ratio_dupcor_mixture_ls_noridge_limma	0.667 - 0.125	0.5	38	37	1	0.0263157894736842	0.925
ms3	balanced	protein_ratio_dupcor_mixture_ls_noridge_limma	0.5 - 0.125	0.5	38	35	3	0.0789473684210526	0.875
ms3	balanced	psm_drop_mixed_robust_noridge_msqrob2	1 - 0.667	0.5	7	7	0	0	0.175
ms3	balanced	psm_drop_mixed_robust_noridge_msqrob2	1 - 0.5	0.5	38	35	3	0.0789473684210526	0.875
ms3	balanced	psm_drop_mixed_robust_noridge_msqrob2	1 - 0.125	0.5	41	39	2	0.0487804878048781	0.975
ms3	balanced	psm_drop_mixed_robust_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	psm_drop_mixed_robust_noridge_msqrob2	0.667 - 0.125	0.5	39	37	2	0.0512820512820513	0.925
ms3	balanced	psm_drop_mixed_robust_noridge_msqrob2	0.5 - 0.125	0.5	40	36	4	0.1	0.9
ms3	balanced	psm_keep_mixed_robust_noridge_msqrob2	1 - 0.667	0.5	7	7	0	0	0.175
ms3	balanced	psm_keep_mixed_robust_noridge_msqrob2	1 - 0.5	0.5	39	35	4	0.102564102564103	0.875
ms3	balanced	psm_keep_mixed_robust_noridge_msqrob2	1 - 0.125	0.5	42	39	3	0.0714285714285714	0.975
ms3	balanced	psm_keep_mixed_robust_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	psm_keep_mixed_robust_noridge_msqrob2	0.667 - 0.125	0.5	38	37	1	0.0263157894736842	0.925
ms3	balanced	psm_keep_mixed_robust_noridge_msqrob2	0.5 - 0.125	0.5	38	36	2	0.0526315789473684	0.9
ms3	balanced	psm_drop_mixed_ls_noridge_msqrob2	1 - 0.667	0.5	6	6	0	0	0.15
ms3	balanced	psm_drop_mixed_ls_noridge_msqrob2	1 - 0.5	0.5	36	34	2	0.0555555555555556	0.85
ms3	balanced	psm_drop_mixed_ls_noridge_msqrob2	1 - 0.125	0.5	41	38	3	0.0731707317073171	0.95
ms3	balanced	psm_drop_mixed_ls_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	psm_drop_mixed_ls_noridge_msqrob2	0.667 - 0.125	0.5	40	38	2	0.05	0.95
ms3	balanced	psm_drop_mixed_ls_noridge_msqrob2	0.5 - 0.125	0.5	39	36	3	0.0769230769230769	0.9
ms3	balanced	psm_drop_mixed_robust_ridge_msqrob2	1 - 0.667	0.5	7	7	0	0	0.175
ms3	balanced	psm_drop_mixed_robust_ridge_msqrob2	1 - 0.5	0.5	36	34	2	0.0555555555555556	0.85
ms3	balanced	psm_drop_mixed_robust_ridge_msqrob2	1 - 0.125	0.5	41	39	2	0.0487804878048781	0.975
ms3	balanced	psm_drop_mixed_robust_ridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms3	balanced	psm_drop_mixed_robust_ridge_msqrob2	0.667 - 0.125	0.5	39	37	2	0.0512820512820513	0.925
ms3	balanced	psm_drop_mixed_robust_ridge_msqrob2	0.5 - 0.125	0.5	39	36	3	0.0769230769230769	0.9
ms3	unbalanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.667	0.5	10	9	1	0.1	0.225
ms3	unbalanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.5	0.5	39	34	5	0.128205128205128	0.85
ms3	unbalanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.125	0.5	42	35	7	0.166666666666667	0.875
ms3	unbalanced	protein_drop_mixed_robust_noridge_msqrob2	0.667 - 0.5	0.5	6	1	5	0.833333333333333	0.025
ms3	unbalanced	protein_drop_mixed_robust_noridge_msqrob2	0.667 - 0.125	0.5	44	34	10	0.227272727272727	0.85
ms3	unbalanced	protein_drop_mixed_robust_noridge_msqrob2	0.5 - 0.125	0.5	34	33	1	0.0294117647058824	0.825
ms3	unbalanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.667	0.5	0	0	0	NA	0
ms3	unbalanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.5	0.5	61	16	45	0.737704918032787	0.4
ms3	unbalanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.125	0.5	82	35	47	0.573170731707317	0.875
ms3	unbalanced	protein_drop_naive_robust_noridge_msqrob2	0.667 - 0.5	0.5	48	4	44	0.916666666666667	0.1
ms3	unbalanced	protein_drop_naive_robust_noridge_msqrob2	0.667 - 0.125	0.5	91	30	61	0.67032967032967	0.75
ms3	unbalanced	protein_drop_naive_robust_noridge_msqrob2	0.5 - 0.125	0.5	24	24	0	0	0.6
ms3	unbalanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.667	0.5	1	1	0	0	0.025
ms3	unbalanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.5	0.5	31	11	20	0.645161290322581	0.275
ms3	unbalanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.125	0.5	56	31	25	0.446428571428571	0.775
ms3	unbalanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.667 - 0.5	0.5	25	0	25	1	0
ms3	unbalanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.667 - 0.125	0.5	62	29	33	0.532258064516129	0.725
ms3	unbalanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.5 - 0.125	0.5	26	26	0	0	0.65
ms2	balanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.667	0.5	1	0	1	1	0
ms2	balanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.5	0.5	18	17	1	0.0555555555555556	0.425
ms2	balanced	protein_drop_mixed_robust_noridge_msqrob2	1 - 0.125	0.5	38	37	1	0.0263157894736842	0.925
ms2	balanced	protein_drop_mixed_robust_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms2	balanced	protein_drop_mixed_robust_noridge_msqrob2	0.667 - 0.125	0.5	34	34	0	0	0.85
ms2	balanced	protein_drop_mixed_robust_noridge_msqrob2	0.5 - 0.125	0.5	20	20	0	0	0.5
ms2	balanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.667	0.5	0	0	0	NA	0
ms2	balanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.5	0.5	6	6	0	0	0.15
ms2	balanced	protein_drop_naive_robust_noridge_msqrob2	1 - 0.125	0.5	32	32	0	0	0.8
ms2	balanced	protein_drop_naive_robust_noridge_msqrob2	0.667 - 0.5	0.5	0	0	0	NA	0
ms2	balanced	protein_drop_naive_robust_noridge_msqrob2	0.667 - 0.125	0.5	26	26	0	0	0.65
ms2	balanced	protein_drop_naive_robust_noridge_msqrob2	0.5 - 0.125	0.5	14	14	0	0	0.35
ms2	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.667	0.5	0	0	0	NA	0
ms2	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.5	0.5	13	12	1	0.0769230769230769	0.3
ms2	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	1 - 0.125	0.5	36	36	0	0	0.9
ms2	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.667 - 0.5	0.5	0	0	0	NA	0
ms2	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.667 - 0.125	0.5	29	29	0	0	0.725
ms2	balanced	protein_drop_dupcor_mixture_ls_noridge_limma	0.5 - 0.125	0.5	17	17	0	0	0.425
