check	contrast	model	terms	n_tested	n_keyword	n_keyword_sig_10	n_keyword_down_sig_10	n_keyword_negative_logfc	median_logfc_keyword	median_logfc_others	fisher_odds_ratio_sig_10	fisher_p_sig_10	wilcoxon_p_logfc
keyword	HF_vs_LF_8wk	fraction_run_mixed	branched-chain|branched chain|2-oxoisovalerate|isovaleryl-CoA|methylcrotonoyl|3-hydroxyisobutyr|methylmalonate|methylmalonyl|propionyl-CoA carboxylase|3-methylglutaconyl|hydroxymethylglutaryl-CoA lyase|short/branched|dihydrolipoyl transacylase|enoyl-CoA hydratase|3-hydroxyacyl-CoA dehydrogenase|isobutyryl	3944	21	15	14	20	-0.542812084831147	0.0407568750618658	41.3750028073464	1.31096205205336e-14	6.2921992061149e-09
