file	md5	size	source	massive_path
spikein1_ms2_psms.txt	7e905d38b464087073c5793a40c5ca98	301424318	massive:MSV000084266	f.MSV000084266/quant/161122_SILAC_HeLa_UPS1_TMT10_5Mixtures_3TechRep_UPSdB_Multiconsensus_PD22_MS2_Intensity_01-(1)_PSMs.txt
spikein1_ms2_annotations.csv	9db8a3809473bf12572b6aadaf036fbf	11016	massive:MSV000084266	f.MSV000084266/metadata/SpikeIn5mix_MS2_PD_annotation.csv
